acc	GO_name	systematic_id	symbol	gene_product_description	evidence_code	source	assigned_by
GO:0071011	precatalytic spliceosome	SPAC22F8.10c	sap145	U2 snRNP-associated protein Sap145	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPAC23H3.02c	ini1	RING finger-like protein Ini1	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPAC27D7.07c	smd1	Sm snRNP core protein Smd1	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPAC2C4.03c	smd2	Sm snRNP core protein Smd2	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPAC607.03c	snu13	U3 snoRNP-associated protein Snu13	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC119.13c	prp31	U4/U6 x U5 tri-snRNP complex subunit Prp31	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC11G11.06c	sme1	Sm snRNP core protein Sme1	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC19C2.08	prp38	U4/U6 x U5 tri-snRNP complex subunit Prp38	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC211.05	sap10	splicing factor 3B	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC29A3.07c	sap14	U2 snRNP-associated protein SF3B14 Sap14	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC887.05c	cwf29	RNA-binding protein Cwf29	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPBC9B6.05c	lsm3	Lsm2-8 complex subunit Lsm3	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPCC1620.01c	lsm2	Lsm2-8 complex subunit Lsm2	IBA	PMID:21873635	GO_Central
GO:0071011	precatalytic spliceosome	SPCC1840.10	lsm8	Lsm2-8 complex Lsm8	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC10F6.02c	prp22	ATP-dependent RNA helicase Prp22	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC1F5.10	fal1	exon junction complex subunit, ATP-dependent RNA helicase Fal1 (conflicting process, human yeast)	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC21E11.05c	cyp8	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp8	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC22A12.09c	sap114	U2 snRNP-associated protein Sap114	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC22F8.10c	sap145	U2 snRNP-associated protein Sap145	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC26A3.08	smb1	Sm snRNP core protein Smb1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC26F1.02	pnn1	splicing factor, pinin ortholog Pnn1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC27D7.07c	smd1	Sm snRNP core protein Smd1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC27F1.09c	prp10	U2 snRNP-associated protein SF3B1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC2C4.03c	smd2	Sm snRNP core protein Smd2	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC4F8.12c	spp42	U5 snRNP complex subunit Spp42	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPAC57A10.03	cyp1	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC1289.11	spf38	U5 snRNP complex subunit Spf38	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC13E7.01	cwf22	splicing factor Cwf22	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC16H5.05c	cyp7	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp7	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC21C3.05	sap62	U2 snRNP-associated protein Sap62	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC28F2.04c	cwf7	Prp19 complex subunit Cwf7	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC29A3.07c	sap14	U2 snRNP-associated protein SF3B14 Sap14	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC2F12.12c	cay1	cactin, spliceosome complex subunit	ISS	GO_REF:0000024	PomBase
GO:0071013	catalytic step 2 spliceosome	SPBC32F12.05c	cwf12	Prp19 complex subunit Cwf12	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC337.06c	cwf15	Prp19 complex subunit Cwf15	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC3E7.13c	syf2	Prp19 complex subunit Syf2	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC3E7.14	smf1	Sm snRNP core protein Smf1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC4B4.05	smg1	Sm snRNP core protein Smg1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC646.02	cwf11	U2-type spliceosomal complex ATPase Cwf11	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC6B1.07	prp1	U4/U6 x U5 tri-snRNP complex subunit Prp1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC6B1.10	prp17	Prp19 complex WD repeat protein Prp17	IEA	GO_REF:0000002	InterPro
GO:0071013	catalytic step 2 spliceosome	SPBC713.05	wdr83	WD repeat protein, human MAPK organizer 1 (MORG1) family Wdr83	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBC9B6.05c	lsm3	Lsm2-8 complex subunit Lsm3	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPBP23A10.12	frg1	FRG1 family protein, involved in mRNA splicing	ISS	GO_REF:0000024	PomBase
GO:0071013	catalytic step 2 spliceosome	SPCC1620.01c	lsm2	Lsm2-8 complex subunit Lsm2	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPCC285.12	lsm7	Lsm2-8 complex Lsm7	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPCC364.02c	bis1	splicing factor Bis1	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPCC553.04	cyp9	WD repeat containing cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp9	IBA	PMID:21873635	GO_Central
GO:0071013	catalytic step 2 spliceosome	SPCC63.11	prp28	U5 snRNP-associated ATP-dependent RNA helicase Prp28	IBA	PMID:21873635	GO_Central
GO:0071014	post-mRNA release spliceosomal complex	SPAC10F6.02c	prp22	ATP-dependent RNA helicase Prp22	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC12G12.03	cip2	RNA-binding protein Cip2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC12G12.04	mcp60	mitochondrial heat shock protein Hsp60/Mcp60	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC1486.03c	ntr1	RNA-binding splicing factor Ntr1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC1F3.09	mug161	CwfJ family protein, splicing factor	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC22F8.10c	sap145	U2 snRNP-associated protein Sap145	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC26A3.08	smb1	Sm snRNP core protein Smb1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC27D7.07c	smd1	Sm snRNP core protein Smd1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC27F1.09c	prp10	U2 snRNP-associated protein SF3B1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC29A4.08c	prp19	Prp19 complex subunit, ubiquitin-protein ligase E4 Prp19	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC2C4.03c	smd2	Sm snRNP core protein Smd2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC30D11.09	cwf19	complexed with Cdc5 protein Cwf19	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC31G5.18c	sde2	intron-specific pre-mRNA splicing-ubiquitin fusion protein Sde2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC328.05	hrb1	RNA-binding protein involved in export of mRNAs Hrb1	IBA	PMID:21873635	GO_Central
GO:0071014	post-mRNA release spliceosomal complex	SPAC3A12.11c	cwf2	zf-CCCH type zinc finger protein, Prp19 complex subunit, RNA-binding Cwf2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC4F8.12c	spp42	U5 snRNP complex subunit Spp42	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC57A10.03	cyp1	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC57A7.04c	pabp	major poly(A) binding protein Pabp/Pab1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC644.12	cdc5	Prp19 complex subunit Cdc5	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPAC9.03c	brr2	U5 snRNP complex subunit Brr2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC11G11.06c	sme1	Sm snRNP core protein Sme1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC1289.11	spf38	U5 snRNP complex subunit Spf38	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC16A3.18	cip1	RNA-binding protein Cip1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC16H5.10c	prp43	ATP-dependent RNA helicase Prp43	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC1861.08c	lea1	U2 snRNP-associated protein Lea1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC18H10.10c	saf4	splicing associated factor Saf4	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC19C2.14	smd3	Sm snRNP core protein Smd3	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC211.02c	cwf3	Prp19 complex subunit Cwf3	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC215.12	cwf10	U5 snRNP GTPase subunit Cwf10	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC24C6.11	cwf14	G10 protein	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC28F2.04c	cwf7	Prp19 complex subunit Cwf7	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC31F10.11c	cwf4	Prp19 complex subunit Cwf4	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC32F12.05c	cwf12	Prp19 complex subunit Cwf12	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC337.06c	cwf15	Prp19 complex subunit Cwf15	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC3E7.13c	syf2	Prp19 complex subunit Syf2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC3E7.14	smf1	Sm snRNP core protein Smf1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC4B4.05	smg1	Sm snRNP core protein Smg1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC646.02	cwf11	U2-type spliceosomal complex ATPase Cwf11	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBC6B1.10	prp17	Prp19 complex WD repeat protein Prp17	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPBP22H7.07	prp5	Prp19 complex WD repeat protein Prp5	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC1739.13	ssa2	Hsp70 family heat shock protein Ssa2	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC188.11	prp45	Prp19 complex subunit Prp45	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC364.02c	bis1	splicing factor Bis1	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCC550.02c	cwf5	Prp19 complex subunit, RNA-binding Cwf5	IDA	PMID:24442611	PomBase
GO:0071014	post-mRNA release spliceosomal complex	SPCP1E11.07c	cwf18	complexed with Cdc5 protein Cwf18	IDA	PMID:24442611	PomBase
GO:0071020	post-spliceosomal complex	SPBC32F12.05c	cwf12	Prp19 complex subunit Cwf12	IBA	PMID:21873635	GO_Central
GO:0071021	U2-type post-spliceosomal complex	SPCC126.14	prp18	U5 snRNP-associated protein Prp18	IBA	PMID:21873635	GO_Central
GO:0071261	Ssh1 translocon complex	SPAC4G8.02c	sss1	translocon gamma subunit Sss1	IBA	PMID:21873635	GO_Central
GO:0071439	clathrin complex	SPAC26A3.05	chc1	clathrin heavy chain Chc1	IEA	GO_REF:0000002	InterPro
GO:0071521	Cdc42 GTPase complex	SPAC110.03	cdc42	Rho family GTPase Cdc42	IPI	PMID:8943016	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC16E8.09	scd1	RhoGEF Scd1	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC17H9.09c	ras1	GTPase Ras1	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPAC22H10.07	scd2	Cdc42 GTPase complex scaffold subunit Scd2	TAS	PMID:10567532	PomBase
GO:0071521	Cdc42 GTPase complex	SPBC1604.14c	shk1	PAK-related kinase Shk1	IPI	PMID:8943016	PomBase
GO:0071521	Cdc42 GTPase complex	SPBC16H5.11c	skb1	type II protein arginine N-methyltransferase Skb1	IPI	PMID:8943016	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC4A8.16c	tif303	translation initiation factor eIF3c	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC4D7.05	sum1	translation initiation factor eIF3i	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPAC637.07	moe1	translation initiation factor eIF3d	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC17D11.05	tif301	translation initiation factor eIF3a	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC18H10.03	tif307	translation initiation factor eIF3g	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC4C3.07	tif306	translation initiation factor eIF3f	IDA	PMID:19061185	PomBase
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e	SPBC646.09c	int6	translation initiation factor eIF3e	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC1751.03	tif313	translation initiation factor eIF3m	IEA	GO_REF:0000104	UniProt
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC3A12.13c	tif310	translation initiation factor eIF3j (p35)	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC4A8.16c	tif303	translation initiation factor eIF3c	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC4D7.05	sum1	translation initiation factor eIF3i	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPAC637.07	moe1	translation initiation factor eIF3d	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC17D11.05	tif301	translation initiation factor eIF3a	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC18H10.03	tif307	translation initiation factor eIF3g	IDA	PMID:19061185	PomBase
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m	SPBC4C3.07	tif306	translation initiation factor eIF3f	IDA	PMID:19061185	PomBase
GO:0071595	Nem1-Spo7 phosphatase complex	SPBC3B8.10c	nem1	serine/threonine protein phosphatase (Nem1-Spo7 complex) catalytic subunit Nem1	ISO	GO_REF:0000024	PomBase
GO:0071595	Nem1-Spo7 phosphatase complex	SPBC902.03	nem2	serine/threonine protein phosphatase (Nem1-Spo7 complex) regulatory subunit	ISO	GO_REF:0000024	PomBase
GO:0071821	FANCM-MHF complex	SPAC9.05	fml1	ATP-dependent 3' to 5' DNA helicase, FANCM ortholog Fml1	ISS	PMID:20347428	PomBase
GO:0071821	FANCM-MHF complex	SPBC2D10.16	mhf1	CENP-S ortholog, FANCM-MHF complex subunit Mhf1	IPI	PMID:28977643	PomBase
GO:0071821	FANCM-MHF complex	SPCC576.12c	mhf2	CENP-X ortholog, FANCM-MHF complex subunit Mhf2	IPI	PMID:28977643	PomBase
GO:0071942	XPC complex	SPAC12B10.12c	rhp41	DNA repair protein Rhp41	IBA	PMID:21873635	GO_Central
GO:0071942	XPC complex	SPCC4G3.10c	rhp42	DNA repair protein Rhp42	IBA	PMID:21873635	GO_Central
GO:0071986	Ragulator complex	SPAC222.19	lam3	Ragulator complex subunit, human LAMTOR3 ortholog	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC222.19	lam3	Ragulator complex subunit, human LAMTOR3 ortholog	IPI	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC23D3.16	lam4	Ragulator complex subunit, human LAMTOR4 ortholog	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPAC23D3.16	lam4	Ragulator complex subunit, human LAMTOR4 ortholog	IPI	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC1778.05c	lam2	Ragulator complex Rag GEF subunit	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC1778.05c	lam2	Ragulator complex Rag GEF subunit	IPI	PMID:27227887,PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC29A10.17	lam1	Ragulator complex subunit, human LAMTOR1 ortholog	IMP	PMID:29199950	PomBase
GO:0071986	Ragulator complex	SPBC29A10.17	lam1	Ragulator complex subunit, human LAMTOR1 ortholog	IPI	PMID:29199950	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPAC4A8.12c	sds22	serine/threonine protein phosphatase PP1 regulatory subunit Sds22	IPI	PMID:15335873	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	IPI	PMID:15335873	PomBase
GO:0072357	PTW/PP1 phosphatase complex	SPCC31H12.05c	sds21	serine/threonine protein phosphatase PP1 catalytic subunit Sds21	IPI	PMID:15335873	PomBase
GO:0072380	TRC complex	SPAC1142.02c	sgt2	TPR repeat protein Sgt2	IBA	PMID:21873635	GO_Central
GO:0072380	TRC complex	SPBP4H10.12	SPBP4H10.12	protein with a role in ER insertion of tail-anchored membrane proteins	IBA	PMID:21873635	GO_Central
GO:0072380	TRC complex	SPCC1672.12c	get4	TRC complex (ER membrane insertion) subunit Get4	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPAC25H1.07	emc1	ER membrane protein complex subunit Emc1	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPAP4C9.02	emc5	ER membrane protein complex subunit Emc5	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPBC15C4.01c	oca3	ER membrane protein complex subunit Emc2/TPR repeat protein Oca3	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPBC1711.03	emc3	ER membrane protein complex subunit Emc3	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPBC83.10	emc7	ER membrane protein complex subunit Emc7	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPCC1020.11c	emc6	ER membrane protein complex subunit Emc6	ISO	GO_REF:0000024	PomBase
GO:0072546	EMC complex	SPCC1281.03c	emc4	ER membrane protein complex subunit Emc4	ISO	GO_REF:0000024	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC12G12.10	wdr21	WD repeat protein, human DDB1 and CUL4-associated factor 4 ortholog Wdr21	ISO	GO_REF:0000024	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC17H9.10c	ddb1	Cul4-RING E3 complex subunit Ddb1	EXP	PMID:33574613	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC17H9.19c	cdt2	WD repeat protein Cdt2	IDA	PMID:16252005	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC343.17c	wdr70	DDB1-CUL4-associated factor (DCAF), Wdr70	IDA	PMID:27098497	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPAC3A11.08	cul4	cullin 4	EXP	PMID:33574613	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPBC17D11.08	dca7	WD repeat protein, DDB1 and CUL4-associated factor Dca7	ISS	GO_REF:0000024	PomBase
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	SPBC609.03	iqw1	WD repeat protein, Iqw1	ISS	GO_REF:0000024	PomBase
GO:0089701	U2AF complex	SPAP8A3.06	uaf2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-23	IDA	PMID:12374752	PomBase
GO:0089701	U2AF complex	SPBC146.07	prp2	U2 small nuclear RNA auxiliary factor small subunit, U2AF-59	IDA	PMID:12374752	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAC22H10.04	ppa3	serine/threonine protein phosphatase PP2A catalytic subunit Ppa3	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAC2C4.10c	csc4	SIP/FAR complex subunit Csc4	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPAP8A3.09c	paa1	serine/threonine protein phosphatase PP2A scaffold subunit Paa1	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC1773.01	far8	SIP/FAR complex WD repeat (scaffold) subunit, striatin, Far8/Csc3	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC1773.01	far8	SIP/FAR complex WD repeat (scaffold) subunit, striatin, Far8/Csc3	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC27B12.04c	far11	SIP/FAR complex subunit, Far11/Csc2	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC27B12.04c	far11	SIP/FAR complex subunit, Far11/Csc2	IDA	PMID:22119525	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC3H7.13	far10	SIP/FAR complex FHA domain subunit Far10/Csc1	EXP	PMID:22682253	PomBase
GO:0090443	FAR/SIN/STRIPAK complex	SPBC3H7.13	far10	SIP/FAR complex FHA domain subunit Far10/Csc1	IDA	PMID:22119525	PomBase
GO:0090661	box H/ACA telomerase RNP complex	SPAP27G11.13c	nop10	box H/ACA snoRNP complex protein	IBA	PMID:21873635	GO_Central
GO:0090694	Scc2-Scc4 cohesin loading complex	SPAC1687.18c	ssl3	cohesin loading factor Ssl3	EXP	PMID:26687354	PomBase
GO:0090694	Scc2-Scc4 cohesin loading complex	SPAC31A2.05c	mis4	cohesin loading factor (adherin) Mis4/Scc2	EXP	PMID:26687354	PomBase
GO:0090695	Wpl/Pds5 cohesin loading/unloading complex	SPAC110.02	pds5	mitotic and meiotic cohesin loader subunit Pds5	EXP	PMID:26687354	PomBase
GO:0090695	Wpl/Pds5 cohesin loading/unloading complex	SPBC428.17c	wpl1	cohesin loading/unloading factor (WAPL) Wpl1	EXP	PMID:26687354	PomBase
GO:0090730	Las1 complex	SPAC19D5.06c	din1	RNA NAD-cap (NAD-forming) hydrolase/RNA pyrophosphohydrolase Din1	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPAC26A3.12c	dhp1	5'-3' exoribonuclease Dhp1	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPBC16C6.12c	las1	Las1 pre-rRNA processing protein	ISO	GO_REF:0000024	PomBase
GO:0090730	Las1 complex	SPCC830.03	grc3	polynucleotide 5'-hydroxyl-kinase Grc3	ISO	GO_REF:0000024	PomBase
GO:0097196	Shu complex	SPAC17H9.03c	rdl1	RAD51D-like protein 1	ISO	GO_REF:0000024	PomBase
GO:0097196	Shu complex	SPBC11B10.06	sws1	Srs2 interacting SWIM domain protein Srs1	ISO	GO_REF:0000024	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC16G5.15c	fkh2	DNA-binding forkhead transcription factor Fkh2	IDA	PMID:18057023	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC19G7.06	mbx1	DNA-binding transcription factor, MADS-box Mbx1	IDA	PMID:18057023	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC19G7.06	mbx1	DNA-binding transcription factor, MADS-box Mbx1	IMP	PMID:15509866	PomBase
GO:0097221	M/G1 phase-specific MADS box-forkhead transcription factor complex	SPBC4C3.12	sep1	DNA-binding forkhead transcription factor Sep1	IDA	PMID:18057023	PomBase
GO:0097255	R2TP complex	SPAPB8E5.09	rvb1	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb1	IEA	GO_REF:0000002	InterPro
GO:0097255	R2TP complex	SPBC83.08	rvb2	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb2	IEA	GO_REF:0000002	InterPro
GO:0097344	Rix1 complex	SPAC13G7.08c	crb3	Rix1 complex WD repeat subunit Crb3	IDA	PMID:21385875	PomBase
GO:0097344	Rix1 complex	SPCC1393.06c	ipi1	Rix1 complex Armadillo-type fold Ipi1	IDA	PMID:21385875	PomBase
GO:0097344	Rix1 complex	SPCC4G3.18	rix1	Rix1 complex Armadillo-type fold Rix1	IDA	PMID:21385875	PomBase
